,title,image,link
131,"Treaty of Guadalupe Hidalgo signed, fate of New Mexican land grant labor",null,https://lawyersgunsmon.wpengine.com/2015/02/day-labor-history-february-2-1848
132,"Kate Mullaney and Collar Laundry Union go on strike in Troy, New York",http://lawyersgunsmon.wpengine.com/wp-content/uploads/2015/02/Kate-Mullany-House-dedication.gif,https://lawyersgunsmon.wpengine.com/2015/02/day-labor-history-february-23-1864
133,Muller v. Oregon decided,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2015/02/Muller-v.-Oregon.jpg,https://lawyersgunsmon.wpengine.com/2015/02/day-labor-history-february-24-1908
134,Hoover Dam turned over to government. Labor history of its construction. ,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2015/03/Wash-No-2244.jpg,https://lawyersgunsmon.wpengine.com/2015/03/day-labor-history-march-1-1936
135,Knights of Labor begin Great Southwestern Strike against Jay Gould’s railroads,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2015/03/3c04428v-820x1024.jpg,https://lawyersgunsmon.wpengine.com/2015/03/day-labor-history-march-6-1886
136,New York Times first reports Radium Girls story. ,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2015/03/watch.jpeg,https://lawyersgunsmon.wpengine.com/2015/03/day-labor-history-march-10-1925
137,Paris Commune begins,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2015/03/guerin4.jpg,https://lawyersgunsmon.wpengine.com/2015/03/this-day-in-labor-history-march-18-1871
138,Mother Jones arrested supporting Colorado coal strike.,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2015/03/mother-jones-3.jpg,https://lawyersgunsmon.wpengine.com/2015/03/this-day-in-labor-history-march-23-1914
139,"Mine explosion in Centralia, IL kills 111 workers.",http://lawyersgunsmon.wpengine.com/wp-content/uploads/2015/03/4f6ca89c7776f.preview-620.jpg,https://lawyersgunsmon.wpengine.com/2015/03/this-day-in-labor-history-march-25-1947
140,"AFSCME goes on strike in Atlanta, crushed by mayor Maynard Jackson",http://lawyersgunsmon.wpengine.com/wp-content/uploads/2015/03/get_item_viewer_image.php_.jpeg,https://lawyersgunsmon.wpengine.com/2015/03/this-day-in-labor-history-march-28-1977
141,Workers Rights Consortium founded in New York,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2015/04/sweatshop.jpg,https://lawyersgunsmon.wpengine.com/2015/04/this-day-in-labor-history-april-7-2000
142,Supreme Court decided Lochner v. New York,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2015/04/lochner.jpg,https://lawyersgunsmon.wpengine.com/2015/04/this-day-in-labor-history-april-17-1905
143,Franklin Delano Roosevelt creates Tennessee Valley Authority,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2015/05/A_group_of_several_hundred_workers_at_Norris_Dam_construction_camp_site_during_noon_hour._-_NARA_-_532734.jpg,https://lawyersgunsmon.wpengine.com/2015/05/this-day-in-labor-history-may-18-1933
144,Poor Person’s March starts its camp construction in Washington DC.,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2015/05/Poor_Peoples_March_at_Lafayette_Park_ppmsca.04302.jpg,https://lawyersgunsmon.wpengine.com/2015/05/this-day-in-labor-history-may-21-1968
145,"Cananea Strike in Mexico, prelude to Mexican Revolution",http://lawyersgunsmon.wpengine.com/wp-content/uploads/2015/06/Ricardo_and_Enrique_Flores_Magon.jpg,https://lawyersgunsmon.wpengine.com/2015/06/this-day-in-labor-history-june-1-1906
146,Los Angeles police beat SEIU members in Justice for Janitors march,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2015/06/JusticeforJanitors_crowdsm.jpg,https://lawyersgunsmon.wpengine.com/2015/06/this-day-in-labor-history-june-15-1990
147,CIA-led Guatemalan coup against Jacobo Arbenz begins with AFL support ,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2015/06/002.jpg,https://lawyersgunsmon.wpengine.com/2015/06/this-day-in-labor-history-june-18-1954
148,Herrin Massacre,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2015/06/Prominent-in-Herrin-Massacre-Trial.jpeg,https://lawyersgunsmon.wpengine.com/2015/06/this-day-in-labor-history-june-19-1937
149,"Supreme Court decides Industrial Union Department AFL-CIO v. American Petroleum Institute, limiting OSHA workplace health program ",http://lawyersgunsmon.wpengine.com/wp-content/uploads/2015/07/hazard.jpg,https://lawyersgunsmon.wpengine.com/2015/07/this-day-in-labor-history-july-2-1980
150,International Labor Organization passes Freedom of Association Convention. U.S. never ratifies it.,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2015/07/ilo-logo.jpg,https://lawyersgunsmon.wpengine.com/2015/07/this-day-in-labor-history-july-9-1948
151,Steelworkers Strike of 1959 begins,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2015/07/03.jpg,https://lawyersgunsmon.wpengine.com/2015/07/this-day-in-labor-history-july-15-1959
152,AFL-CIO refuses to endorse George McGovern for president,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2015/07/george-meany-4.jpg,https://lawyersgunsmon.wpengine.com/2015/07/this-day-in-labor-history-july-19-1972
153,President Carter declares Love Canal a federal emergency,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2015/08/index4.jpg,https://lawyersgunsmon.wpengine.com/2015/08/this-day-in-labor-history-august-7-1978
154,"Panama Canal opens, story of its workers",http://lawyersgunsmon.wpengine.com/wp-content/uploads/2015/08/The_Panama_Canal_-_The_Great_Culebra_Cut.jpg,https://lawyersgunsmon.wpengine.com/2015/08/this-day-in-labor-history-august-15-1914
155,National Labor Union demands Congress implement the 8-hour day,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2015/08/Sylvis-William.jpg,https://lawyersgunsmon.wpengine.com/2015/08/this-day-in-labor-history-august-20-1866
156,The March on Washington for Jobs and Freedom,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2015/08/March_on_Washington_for_Jobs_and_Freedom_Martin_Luther_King_Jr._and_Joachim_Prinz_1963.jpg,https://lawyersgunsmon.wpengine.com/2015/08/this-day-in-labor-history-august-28-1963
157,"Christiana Riot, runaway slaves resisting Fugitive Slave Act",http://lawyersgunsmon.wpengine.com/wp-content/uploads/2015/09/christianariot.jpg,https://lawyersgunsmon.wpengine.com/2015/09/this-day-in-labor-history-september-11-1851
158,Black Monday in Youngstown,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2015/09/Republic_Steel_Corporation_Interior.jpg,https://lawyersgunsmon.wpengine.com/2015/09/this-day-in-labor-history-september-19-1977
159,"Comanche defeated at Palo Duro Canyon, end of a work history",http://lawyersgunsmon.wpengine.com/wp-content/uploads/2015/09/Comanche_Indians_Chasing_Buffalo_with_Lances_and_Bows.jpg,https://lawyersgunsmon.wpengine.com/2015/09/this-day-in-labor-history-september-28-1874
160,George H.W. Bush signs Radiation Exposure Compensation Act,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2015/10/MinersCart.jpg,https://lawyersgunsmon.wpengine.com/2015/10/this-day-in-labor-history-october-15-1990
161,Newark sweatshop fire kills 25 workers,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2015/11/newark.jpg,https://lawyersgunsmon.wpengine.com/2015/11/this-day-in-labor-history-november-26-1910
162,"AFL endorses federal unemployment insurance, turning its back on history of voluntarism",http://lawyersgunsmon.wpengine.com/wp-content/uploads/2015/11/ID77794_depression.gif,https://lawyersgunsmon.wpengine.com/2015/11/this-day-in-labor-history-november-30-1932
163,"Theodore Roosevelt sends U.S. Army to crush IWW strike in Goldfield, Nevada.",http://lawyersgunsmon.wpengine.com/wp-content/uploads/2015/12/iww51.jpg,https://lawyersgunsmon.wpengine.com/2015/12/this-day-in-labor-history-december-4-1907
164,"Moses Brown hires Samuel Slater to build a modern textile mill in Pawtucket, Rhode Island, beginning the United States’ Industrial Revolution. ",http://lawyersgunsmon.wpengine.com/wp-content/uploads/2015/12/21ILL2BL.jpg,https://lawyersgunsmon.wpengine.com/2015/12/this-day-in-labor-history-december-10-1789
165,Assassination of Brazil rubber tapper union leader and environmentalist Chico Mendes ,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2015/12/index3.jpg,https://lawyersgunsmon.wpengine.com/2015/12/this-day-in-labor-history-december-22-1988
166,Skylab astronauts go on one-day strike,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2015/12/12660.truelife-p48-49-4.jpg,https://lawyersgunsmon.wpengine.com/2015/12/this-day-in-labor-history-december-28-1972
167,"Lettuce workers go on strike in Imperial Valley, starts era of farmworker organizing",http://lawyersgunsmon.wpengine.com/wp-content/uploads/2016/01/strike_enlarge-300x225.jpg,https://lawyersgunsmon.wpengine.com/2016/01/this-day-in-labor-history-january-16-1961
168,Pinkertons kill 14 year old boy at Jersey City coal wharves’ strike,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2016/01/list-pinkerton-private-eye.jpg,https://lawyersgunsmon.wpengine.com/2016/01/this-day-in-labor-history-january-18-1887
169,"OCAW strike against Shell, assisted by environmental groups",http://lawyersgunsmon.wpengine.com/wp-content/uploads/2016/01/ocawlogo.jpg,https://lawyersgunsmon.wpengine.com/2016/01/this-day-in-labor-history-january-23-1973
170,"Gold discovered in California, idea of white labor in the West",http://lawyersgunsmon.wpengine.com/wp-content/uploads/2016/01/california_gold_diggers.jpg,https://lawyersgunsmon.wpengine.com/2016/01/this-day-in-labor-history-january-24-1848
171,Yale graduate students go on strike,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2016/02/37df6e4d41ec9073e60b607dde4b266e.jpg,https://lawyersgunsmon.wpengine.com/2016/02/this-day-in-labor-history-february-17-1992
172,FDR nominates Frances Perkins to be Secretary of Labor,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2016/03/Frances_Perkins_cph.3a04983.jpg,https://lawyersgunsmon.wpengine.com/2016/03/this-day-in-labor-history-march-4-1933
173,Film adaptation of The Grapes of Wrath released,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2016/03/grapes-of-wrath.jpg,https://lawyersgunsmon.wpengine.com/2016/03/this-day-in-labor-history-march-15-1940
174,"Hawk’s Nest tunnel project in West Virginia starts, leading to mass deaths from silicosis",http://lawyersgunsmon.wpengine.com/wp-content/uploads/2016/03/Hawks-Nest-Tunnel.png,https://lawyersgunsmon.wpengine.com/2016/03/this-day-in-labor-history-march-30-1930
175,End of the Civil War,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2016/04/HH-152.jpg,https://lawyersgunsmon.wpengine.com/2016/04/this-day-in-labor-history-april-14-1865
176,FDR orders Montgomery Ward to accept union or face government seizure after it refuses to recognize union ,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2016/04/chi-150carriedout20080819100625.jpg,https://lawyersgunsmon.wpengine.com/2016/04/this-day-in-labor-history-april-27-1944
177,"Land for Drop City purchased, a window into the counterculture and work ",http://lawyersgunsmon.wpengine.com/wp-content/uploads/2016/05/horse.training.jpeg,https://lawyersgunsmon.wpengine.com/2016/05/this-day-in-labor-history-may-3-1965
178,The Johnstown Flood,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2016/05/Johnstown_Main_Street_1889_flood.jpg,https://lawyersgunsmon.wpengine.com/2016/05/this-day-in-labor-history-may-31-1889
179,"Child Labor Amendment passes Senate, sent to states where it is not ratified",http://lawyersgunsmon.wpengine.com/wp-content/uploads/2016/06/childlabor12.jpg,https://lawyersgunsmon.wpengine.com/2016/06/this-day-in-labor-history-june-2-1924
180,"Speculator Mine disaster in Butte, Montana kills 168 workers",http://lawyersgunsmon.wpengine.com/wp-content/uploads/2016/06/Butte_c.1905.jpg,https://lawyersgunsmon.wpengine.com/2016/06/this-day-in-labor-history-june-8-1917
181,Leadville Strike,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2016/06/2_Miners_-_Cripple_Creek__CO.jpg,https://lawyersgunsmon.wpengine.com/2016/06/this-day-in-labor-history-june-22-1896
182,Salem Fire and workplace safety,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2016/06/past-and-present-began-001.jpg,https://lawyersgunsmon.wpengine.com/2016/06/this-day-in-labor-history-june-25-1914
183,"Civil Rights Act of 1964, including Title VII",http://lawyersgunsmon.wpengine.com/wp-content/uploads/2016/07/Lyndon_Johnson_signing_Civil_Rights_Act_July_2_1964.jpg,https://lawyersgunsmon.wpengine.com/2016/07/this-day-in-labor-history-july-2-1964
184,"The Philippine Scouts, Filipino soldiers in the US occupying army of their homeland, strike",http://lawyersgunsmon.wpengine.com/wp-content/uploads/2016/07/Screen-shot-2011-12-09-at-9.17.30-PM.png,https://lawyersgunsmon.wpengine.com/2016/07/this-day-in-labor-history-july-6-1924
185,Bonus Army encampment burned,http://www.lawyersgunsmoneyblog.com/wp-content/uploads/2016/07/Bonus_marchers_05510_2004_001_a.gif,http://www.lawyersgunsmoneyblog.com/2016/07/this-day-in-labor-history-july-28-1932
186,Newark leathermakers lock out employees to destroy the Knights of Labor,http://www.lawyersgunsmoneyblog.com/wp-content/uploads/2016/08/knights-of-labor-hero-H.jpeg,http://www.lawyersgunsmoneyblog.com/2016/08/this-day-in-labor-history-august-13-1887
187,Peterloo Massacre in Manchester,http://www.lawyersgunsmoneyblog.com/wp-content/uploads/2016/08/112144-004-1414AE7B.jpg,http://www.lawyersgunsmoneyblog.com/2016/08/this-day-in-labor-history-august-16-1819
188,Haitian slave revolt begins,http://www.lawyersgunsmoneyblog.com/wp-content/uploads/2016/08/Haitian_revolution.jpg,http://www.lawyersgunsmoneyblog.com/2016/08/this-day-in-labor-history-august-21-1791
189,"Hamlet, North Carolina chicken factory burns, kills 25 workers",null,http://www.lawyersgunsmoneyblog.com/2016/09/this-day-in-labor-history-september-3-1991
190,North Carolina governor calls out National Guard to bust textile strike,http://www.lawyersgunsmoneyblog.com/wp-content/uploads/2016/09/1934-textile-general-strike.jpg,http://www.lawyersgunsmoneyblog.com/2016/09/this-day-in-labor-history-september-5-1934
191,"Avondale Colliery fire, 110 miners die",http://www.lawyersgunsmoneyblog.com/wp-content/uploads/2016/09/Avondale_mine_disaster_dead.jpeg,http://www.lawyersgunsmoneyblog.com/2016/09/this-day-in-labor-history-september-6-1869
192,Farm Labor Organizing Committee signs contract with Mt. Olive Pickles and its contracting farmers ,http://www.lawyersgunsmoneyblog.com/wp-content/uploads/2016/09/MVC-105F.jpg,http://www.lawyersgunsmoneyblog.com/2016/09/this-day-in-labor-history-september-16-2004
193,"Fourth IWW convention begins, Daniel DeLeon’s Socialist Labor Party loses bid to take over organization ",http://www.lawyersgunsmoneyblog.com/wp-content/uploads/2016/09/index2.jpg,http://www.lawyersgunsmoneyblog.com/2016/09/this-day-in-labor-history-september-21-1908
194,"West Coast ports close because of lockout, George W. Bush invokes Taft-Hartley to open them 10 days later",http://www.lawyersgunsmoneyblog.com/wp-content/uploads/2016/09/ILWUprotestinglockout_2002.jpg,http://www.lawyersgunsmoneyblog.com/2016/09/this-day-in-labor-history-september-27-2002
195,"Farmers kill two strikers at Pixley, California",http://www.lawyersgunsmoneyblog.com/wp-content/uploads/2016/10/index.jpg,http://www.lawyersgunsmoneyblog.com/2016/10/this-day-in-labor-history-october-10-1933
196,-Lyon silk weavers revolt ,http://www.lawyersgunsmoneyblog.com/wp-content/uploads/2016/10/Revolte_des_Canuts_-_Lyon_1831_-_1.jpg,http://www.lawyersgunsmoneyblog.com/2016/10/this-day-in-labor-history-october-24-1831
197,President Carter signs the Pregnancy Discrimination Act,http://www.lawyersgunsmoneyblog.com/wp-content/uploads/2016/10/150408102128-09-era-key-players-restricted-super-169.jpg,http://www.lawyersgunsmoneyblog.com/2016/10/this-day-in-labor-history-october-31-1978
198,"U.S. Army occupies South Carolina sea islands, start of Port Royal Experiment",http://www.lawyersgunsmoneyblog.com/wp-content/uploads/2016/11/1862hiltonhead01a.jpg,http://www.lawyersgunsmoneyblog.com/2016/11/this-day-in-labor-history-november-7-1861
199,"United Fruit workers in Colombia go on strike, government responds with massacre",http://www.lawyersgunsmoneyblog.com/wp-content/uploads/2016/11/n18a03-9.jpg,http://www.lawyersgunsmoneyblog.com/2016/11/this-day-in-labor-history-november-12-1928
200,"New York State Education Commissioner reasserts state control over Ocean Hill-Brownsville school district, ends major conflict over the Ocean Hill-Brownsville teachers strike led by Albert Shanker over black community control",http://www.lawyersgunsmoneyblog.com/wp-content/uploads/2016/11/goldstein_otu_img.jpg,http://www.lawyersgunsmoneyblog.com/2016/11/this-day-in-labor-history-november-17-1968
201,opening of Pins and Needles at ILGWU Labor Stage ,http://www.lawyersgunsmoneyblog.com/wp-content/uploads/2016/11/r-ScabsunfairPlayPerformanc.jpeg,http://www.lawyersgunsmoneyblog.com/2016/11/this-day-in-labor-history-november-27-1937
202,Darr Mine fire in Pennsylvania kills 239 workers,http://www.lawyersgunsmoneyblog.com/wp-content/uploads/2016/12/darr1a.gif,http://www.lawyersgunsmoneyblog.com/2016/12/this-day-in-labor-history-december-19-1907
203,Emma Goldman deported,http://www.lawyersgunsmoneyblog.com/wp-content/uploads/2016/12/220px-Emma_Goldman_seated.jpeg,http://www.lawyersgunsmoneyblog.com/2016/12/this-day-in-labor-history-december-21-1919
204,"Hurricane Creek Mine Disaster kills 38 miners near Hyden, Kentucky ",http://www.lawyersgunsmoneyblog.com/wp-content/uploads/2016/12/hurricane_creek_lg.png,http://www.lawyersgunsmoneyblog.com/2016/12/this-day-in-labor-history-december-30-1970
205,"Carl Mackley Homes, housing development created by the Hosiery Workers’ Union, opens in Philadelphia",http://www.lawyersgunsmoneyblog.com/wp-content/uploads/2016/12/mackley1936.jpeg,http://www.lawyersgunsmoneyblog.com/2017/01/this-day-in-labor-history-january-1-1935
206,Oral arguments before SCOTUS conclude in Moyer v. Peabody that state National Guard can imprison citizens without habeas corpus,http://www.lawyersgunsmoneyblog.com/wp-content/uploads/2017/01/Charles-Moyer-Darrow-Collection-e1480699943536.png,http://www.lawyersgunsmoneyblog.com/2017/01/this-day-in-labor-history-january-6-1909
207,Oahu Sugar Strike begins,http://www.lawyersgunsmoneyblog.com/wp-content/uploads/2017/01/Chinese_contract_laborers_on_a_sugar_plantation_in_19th_century_Hawaii.jpeg,http://www.lawyersgunsmoneyblog.com/2017/01/this-day-in-labor-history-january-20-1920
208,Japanese Mexican Labor Association forms,http://www.lawyersgunsmoneyblog.com/wp-content/uploads/2017/02/oxnard03.jpeg,http://www.lawyersgunsmoneyblog.com/2017/02/this-day-in-labor-history-february-11-1903
209,Loco Foco rally leads to Flour Riot,http://www.lawyersgunsmoneyblog.com/wp-content/uploads/2017/02/SpecieClaws.jpeg,http://www.lawyersgunsmoneyblog.com/2017/02/this-day-in-labor-history-february-13-1837
210,Navajo appeal against livestock reduction program,http://www.lawyersgunsmoneyblog.com/wp-content/uploads/2017/02/2523526_orig.jpeg,http://www.lawyersgunsmoneyblog.com/2017/02/this-day-in-labor-history-february-14-1940
211,Norris-LaGuardia Act passes Senate,http://www.lawyersgunsmoneyblog.com/wp-content/uploads/2017/03/288px-labor-age-cartoon-jan1930.jpeg,http://www.lawyersgunsmoneyblog.com/2017/03/this-day-in-labor-history-march-1-1932
212,"Tydings-McDuffie Act signed, granting the Philippines independence because Californians were angry that these workers were marrying white women ",http://www.lawyersgunsmoneyblog.com/wp-content/uploads/2017/03/farmworkers-at-tomato-harvest-1930.jpeg,http://www.lawyersgunsmoneyblog.com/2017/03/day-labor-history-march-24-1934
213,Mexican government arrests and imprisons railroad strike leaders,http://www.lawyersgunsmoneyblog.com/wp-content/uploads/2017/03/3_1958frr_nono.jpeg,http://www.lawyersgunsmoneyblog.com/2017/03/day-labor-history-march-25-1959
214,Julius and Ethel Rosenberg convicted,http://www.lawyersgunsmoneyblog.com/wp-content/uploads/2017/03/B29.jpeg,http://www.lawyersgunsmoneyblog.com/2017/03/day-labor-history-march-29-1951
215,"Loray Mill Strike in Gastonia, North Carolina begins",http://www.lawyersgunsmoneyblog.com/wp-content/uploads/2017/04/Loray-Mill-STRIKE.jpeg,http://www.lawyersgunsmoneyblog.com/2017/04/day-labor-history-april-1-1929
216,Hershey sit-down strike begins,http://www.lawyersgunsmoneyblog.com/wp-content/uploads/2017/04/1-2-113F-25-ExplorePAHistory-a0k7l1-a_349.jpeg,http://www.lawyersgunsmoneyblog.com/2017/04/day-labor-history-april-2-1937
217,"Supreme Court decides Adkins v. Children’s Hospital, striking down federal minimum wage for women",http://www.lawyersgunsmoneyblog.com/wp-content/uploads/2017/04/taft5_photograph.jpeg,http://www.lawyersgunsmoneyblog.com/2017/04/day-labor-history-april-9-1923
218,Florence Kelley begins her work with the National Consumers League,http://www.lawyersgunsmoneyblog.com/wp-content/uploads/2017/04/NCL.jpeg,http://www.lawyersgunsmoneyblog.com/2017/05/day-labor-history-may-1-1899
219,Local 1199 begins hospital workers strike in New York,http://www.lawyersgunsmoneyblog.com/wp-content/uploads/2017/05/21.jpeg,http://www.lawyersgunsmoneyblog.com/2017/05/day-labor-history-may-8-1959
220,Panic of 1837 begins ,http://www.lawyersgunsmoneyblog.com/wp-content/uploads/2017/05/The_times_panic_1837.jpeg,http://www.lawyersgunsmoneyblog.com/2017/05/day-labor-history-may-10-1837
221,"Catharine Beecher, author of Treatise on Domestic Economy, which created ideological framework for modern housework, dies",http://www.lawyersgunsmoneyblog.com/wp-content/uploads/2017/05/beecher.jpeg,http://www.lawyersgunsmoneyblog.com/2017/05/day-labor-history-may-12-1878
222,National Industrial Recovery Act introduced into the House,http://www.lawyersgunsmoneyblog.com/wp-content/uploads/2017/05/NewDealNRA.jpeg,http://www.lawyersgunsmoneyblog.com/2017/05/day-labor-history-may-17-1933
223,Disney cartoonists go on strike,http://www.lawyersgunsmoneyblog.com/wp-content/uploads/2017/05/disneystrike_q.jpeg,http://www.lawyersgunsmoneyblog.com/2017/05/day-labor-history-may-29-1941
224,Slaves executed as part of New York Slave Conspiracy,http://www.lawyersgunsmoneyblog.com/wp-content/uploads/2017/05/nyc_slave_execution_1741.jpeg,http://www.lawyersgunsmoneyblog.com/2017/05/day-labor-history-may-30-1741
225,Civilian Vocational Rehabilitation Act approved by Congress,http://www.lawyersgunsmoneyblog.com/wp-content/uploads/2017/06/i003.jpeg,http://www.lawyersgunsmoneyblog.com/2017/06/day-labor-history-june-2-1920
226,Teamsters for a Democratic Unionism formed,http://www.lawyersgunsmoneyblog.com/wp-content/uploads/2017/06/lg-TDU.jpeg,http://www.lawyersgunsmoneyblog.com/2017/06/day-labor-history-june-5-1976
227,"Workers at Rodolfo Crespi cotton mill in Sao Paulo demand 25 percent wage increase, refusal leads to Sao Paulo general strike",http://www.lawyersgunsmoneyblog.com/wp-content/uploads/2017/06/São_Paulo_Greve_de_1917.jpeg,http://www.lawyersgunsmoneyblog.com/2017/06/day-labor-history-june-10-1917
228,Steel Workers Organizing Committee formed,http://www.lawyersgunsmoneyblog.com/wp-content/uploads/2017/06/index.jpeg,http://www.lawyersgunsmoneyblog.com/2017/06/day-labor-history-june-7-1936
229,Washington Arsenal explosion kills 20 workers,http://www.lawyersgunsmoneyblog.com/wp-content/uploads/2017/06/dc-arsenal-women.png,http://www.lawyersgunsmoneyblog.com/2017/06/day-labor-history-june-17-1864
230,"Three timber workers killed in Eureka, California during Great Strike of 1935",http://www.lawyersgunsmoneyblog.com/wp-content/uploads/2017/06/news1-3.jpg,http://www.lawyersgunsmoneyblog.com/2017/06/day-labor-history-june-21-1935
231,"Ralph Gray, communist and leader of Croppers and Farm Workers Union in Tallapoosa County, AL murdered by white mob",http://www.lawyersgunsmoneyblog.com/wp-content/uploads/2017/07/trowbridge2_1.0-fig01_011-1.jpg,http://www.lawyersgunsmoneyblog.com/2017/07/day-labor-history-july-16-1931
232,Tennessee forces surrender to miners during Coal Creek War to keep convict laborers from competing with miners,http://www.lawyersgunsmoneyblog.com/wp-content/uploads/2017/07/TrenchesAnsweringAttackSMALLER.jpg,http://www.lawyersgunsmoneyblog.com/2017/07/day-labor-history-july-20-1891
233,Alexander Berkman shoots Henry Clay Frick,http://www.lawyersgunsmoneyblog.com/wp-content/uploads/2017/07/c04fd45535c9b8d77ccf4a7a955443fd-alexander-berkman-factory-worker.jpg,http://www.lawyersgunsmoneyblog.com/2017/07/day-labor-history-july-23-1892
234,"Grunwick Strike begins in England, defeat of which started the Thatcherite attack on unions",http://www.lawyersgunsmoneyblog.com/wp-content/uploads/2017/08/20161126_BKP507.jpg,http://www.lawyersgunsmoneyblog.com/2017/08/day-labor-history-august-20-1976
235,NOW leads Women’s Strike for Equality,http://www.lawyersgunsmoneyblog.com/wp-content/uploads/2017/08/strike.jpeg,http://www.lawyersgunsmoneyblog.com/2017/08/day-labor-history-august-26-1970
236,Pittsburgh textile strike begins,http://www.lawyersgunsmoneyblog.com/wp-content/uploads/2017/09/index-2.jpg,http://www.lawyersgunsmoneyblog.com/2017/09/day-labor-history-september-15-1845
